locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
b0774,bioA,NC_000913.3,,807968,809257,-,adenosylmethionine-8-amino-7-oxononanoate aminotransferase,Coenzyme transport and metabolism,P12995,Op417
b0775,bioB,NC_000913.3,,809344,810384,+,biotin synthase,Coenzyme transport and metabolism,P12996,Op418
b0776,bioF,NC_000913.3,,810381,811535,+,8-amino-7-oxononanoate synthase,Coenzyme transport and metabolism,P12998,Op418
b0777,bioC,NC_000913.3,,811522,812277,+,malonyl-acyl carrier protein methyltransferase,Coenzyme transport and metabolism,P12999,Op418
b0778,bioD,NC_000913.3,,812270,812947,+,dethiobiotin synthetase,Coenzyme transport and metabolism,P13000,Op418
b0779,uvrB,NC_000913.3,,813526,815547,+,excision nuclease subunit B,"Replication, recombination and repair",P0A8F8,Op419
b0780,ybhK,NC_000913.3,,815739,816647,-,putative transferase YbhK,Function unknown,P75767,Op420
b0781,moaA,NC_000913.3,,817044,818033,+,GTP 3'%2C8'-cyclase,Coenzyme transport and metabolism,P30745,Op421
b0782,moaB,NC_000913.3,,818055,818567,+,protein MoaB,Coenzyme transport and metabolism,P0AEZ9,Op421
b0783,moaC,NC_000913.3,,818570,819055,+,cyclic pyranopterin monophosphate synthase,Coenzyme transport and metabolism,P0A738,Op421
b0784,moaD,NC_000913.3,,819048,819293,+,molybdopterin synthase sulfur carrier subunit,Coenzyme transport and metabolism,P30748,Op421
b0785,moaE,NC_000913.3,,819295,819747,+,molybdopterin synthase catalytic subunit,Coenzyme transport and metabolism,P30749,Op421
b0786,ybhL,NC_000913.3,,819884,820588,+,Bax1-I family protein YbhL,Function unknown,P0AAC4,Op422
b0787,ybhM,NC_000913.3,,820793,821506,+,Bax1-I family protein YbhM,Function unknown,P75769,Op423
b0788,ybhN,NC_000913.3,,821542,822498,-,PF03706 family inner membrane protein YbhN,Function unknown,P75770,Op424
b0789,clsB,NC_000913.3,,822498,823739,-,cardiolipin synthase B,Lipid transport and metabolism,P0AA84,Op424
b0790,ybhP,NC_000913.3,,823736,824497,-,endonuclease/exonuclease/phosphatase domain-containing protein YbhP,"Replication, recombination and repair",P0AAW1,Op424
b0791,ybhQ,NC_000913.3,,824630,825040,+,putative inner membrane protein,Function unknown,P0AAW5,Op425
b0792,ybhR,NC_000913.3,,825002,826108,-,ABC exporter membrane subunit YbhR,Defense mechanisms,P0AFP9,Op426
b0793,ybhS,NC_000913.3,,826119,827252,-,ABC exporter membrane subunit YbhS,Defense mechanisms,P0AFQ2,Op426
b0794,ybhF,NC_000913.3,,827245,828981,-,ABC exporter ATP binding subunit YbhF,Defense mechanisms,P0A9U1,Op426
b0795,ybhG,NC_000913.3,,828974,829972,-,HlyD_D23 family protein YbhG,Cell wall/membrane/envelope biogenesis,P75777,Op426
b0796,cecR,NC_000913.3,,829972,830643,-,DNA-binding transcriptional dual regulator CecR,Transcription,P0ACU0,Op426
b0797,rhlE,NC_000913.3,,830872,832236,+,ATP-dependent RNA helicase RhlE,Nucleotide transport and metabolism,P25888,Op427
b0798,ybiA,NC_000913.3,,832468,832950,-,N-glycosidase YbiA,"Post-translational modification, protein turnover, and chaperones",P30176,Op428
b0799,dinG,NC_000913.3,,833070,835220,+,ATP-dependent DNA helicase DinG,"Replication, recombination and repair",P27296,Op429
b0800,ybiB,NC_000913.3,,835248,836210,+,nonspecific DNA-binding protein YbiB,Amino acid transport and metabolism,P30177,Op429
b0801,hcxB,NC_000913.3,,836351,837436,+,hydroxycarboxylate dehydrogenase B,Energy production and conversion,P30178,Op430
b4769,ybiE,NC_000913.3,,837503,837562,+,protein YbiE,No COG annotation,UPI00107E63C9,Op16
b0802,ybiJ,NC_000913.3,,837665,837925,-,DUF1471 domain-containing protein YbiJ,Function unknown,P0AAX3,Op431
b0803,ybiI,NC_000913.3,,838190,838456,-,zinc finger domain-containing protein YbiI,Signal transduction mechanisms,P41039,Op432
b0804,ybiX,NC_000913.3,,838530,839207,-,PKHD-type hydroxylase YbiX,Function unknown,P75779,Op433
b0805,fiu,NC_000913.3,,839249,841531,-,iron catecholate outer membrane transporter Fiu,Inorganic ion transport and metabolism,P75780,Op434
b0806,mcbA,NC_000913.3,,841796,842056,-,DUF1471 domain-containing protein McbA,Function unknown,P0AAX6,Op435
b0807,rlmF,NC_000913.3,,842332,843258,+,23S rRNA m(6)A1618 methyltransferase,"Translation, ribosomal structure and biogenesis",P75782,Op436
b0808,ybiO,NC_000913.3,,843255,845480,-,moderate conductance mechanosensitive channel YbiO,Cell wall/membrane/envelope biogenesis,P75783,Op437
b0809,glnQ,NC_000913.3,,845741,846463,-,L-glutamine ABC transporter ATP binding subunit,Amino acid transport and metabolism,P10346,Op438
b0810,glnP,NC_000913.3,,846460,847119,-,L-glutamine ABC transporter membrane subunit,Inorganic ion transport and metabolism,P0AEQ6,Op438
b0811,glnH,NC_000913.3,,847258,848004,-,L-glutamine ABC transporter periplasmic binding protein,Amino acid transport and metabolism,P0AEQ3,Op438
b0812,dps,NC_000913.3,,848408,848911,-,DNA protection during starvation protein,Inorganic ion transport and metabolism,P0ABT2,Op439
b0813,rhtA,NC_000913.3,,849210,850097,-,L-threonine/L-homoserine exporter,Function unknown,P0AA67,Op440
b4736,yliM,NC_000913.3,,850332,850397,+,protein YliM,No COG annotation,UPI000E466551,Op441
b0814,ompX,NC_000913.3,,850450,850965,+,outer membrane protein X,Cell wall/membrane/envelope biogenesis,P0A917,Op441
b0815,opgE,NC_000913.3,,851014,852597,-,phosphoethanolamine transferase,Function unknown,P75785,Op442
b4705,mntS,NC_000913.3,,852869,852997,-,small protein MntS,No COG annotation,P0DKB3,Op443
b0817,mntR,NC_000913.3,,853183,853650,+,DNA-binding transcriptional dual regulator MntR,Transcription,P0A9F1,Op444
b0818,ybiR,NC_000913.3,,853647,854765,+,putative transporter YbiR,Inorganic ion transport and metabolism,P75788,Op444
b0819,ldtB,NC_000913.3,,854824,855744,-,L%2CD-transpeptidase LdtB,Cell wall/membrane/envelope biogenesis,P0AAX8,Op445
b0820,ybiT,NC_000913.3,,855963,857555,+,putative ATP-binding protein YbiT,Function unknown,P0A9U3,Op446
b0821,ybiU,NC_000913.3,,857796,859061,-,DUF1479 domain-containing protein YbiU,Function unknown,P75791,Op447
b0822,ybiV,NC_000913.3,,859213,860028,-,sugar phosphatase YbiV,Function unknown,P75792,Op448
b0823,ybiW,NC_000913.3,,860174,862606,-,putative pyruvate formate lyase,Energy production and conversion,P75793,Op449
b0824,ybiY,NC_000913.3,,862612,863511,-,putative pyruvate formate-lyase activating enzyme YbiY,"Post-translational modification, protein turnover, and chaperones",P75794,Op449
b0825,fsaA,NC_000913.3,,863642,864304,+,fructose-6-phosphate aldolase 1,Carbohydrate transport and metabolism,P78055,Op450
b0826,moeB,NC_000913.3,,864380,865129,-,molybdopterin-synthase adenylyltransferase,Coenzyme transport and metabolism,P12282,Op451
b0827,moeA,NC_000913.3,,865129,866364,-,molybdopterin molybdotransferase,Coenzyme transport and metabolism,P12281,Op451
b0828,iaaA,NC_000913.3,,866568,867533,+,isoaspartyl dipeptidase proenzyme,Amino acid transport and metabolism,P37595,Op452
b0829,gsiA,NC_000913.3,,867520,869391,+,glutathione ABC transporter ATP binding subunit GsiA,Inorganic ion transport and metabolism,P75796,Op452
b0830,gsiB,NC_000913.3,,869411,870949,+,glutathione ABC transporter periplasmic binding protein,Amino acid transport and metabolism,P75797,Op452
b0831,gsiC,NC_000913.3,,870967,871887,+,glutathione ABC transporter membrane subunit GsiC,Amino acid transport and metabolism,P75798,Op452
b0832,gsiD,NC_000913.3,,871890,872801,+,glutathione ABC transporter membrane subunit GsiD,Amino acid transport and metabolism,P75799,Op452
b0833,pdeI,NC_000913.3,,872979,875327,+,putative c-di-GMP phosphodiesterase PdeI,Signal transduction mechanisms,P75800,Op453
b0834,dgcI,NC_000913.3,,875335,876663,+,putative diguanylate cyclase DgcI,Signal transduction mechanisms,P75801,Op453
b0835,rimO,NC_000913.3,,876710,878035,-,ribosomal protein S12 methylthiotransferase RimO,"Translation, ribosomal structure and biogenesis",P0AEI4,Op454
b0836,bssR,NC_000913.3,,878248,878631,+,regulator of biofilm formation,Function unknown,P0AAY1,Op455
b0837,yliI,NC_000913.3,,878742,879857,+,aldose sugar dehydrogenase YliI,Carbohydrate transport and metabolism,P75804,Op456
b0838,gstB,NC_000913.3,,879854,880480,-,glutathione S-transferase GstB,"Post-translational modification, protein turnover, and chaperones",P0ACA7,Op457
b0839,dacC,NC_000913.3,,880727,881929,+,D-alanyl-D-alanine carboxypeptidase DacC,Cell wall/membrane/envelope biogenesis,P08506,Op458
b0840,deoR,NC_000913.3,,881976,882734,-,DNA-binding transcriptional repressor DeoR,Transcription,P0ACK5,Op459
b0841,ybjG,NC_000913.3,,882792,883388,-,undecaprenyl pyrophosphate phosphatase,Lipid transport and metabolism,P75806,Op460
b0842,mdfA,NC_000913.3,,883673,884905,+,multidrug efflux pump MdfA/Na(+):H(+) antiporter/K(+):H(+) antiporter,Amino acid transport and metabolism,P0AEY8,Op461
b0843,ybjH,NC_000913.3,,884946,885230,-,uncharacterized protein YbjH,No COG annotation,P0AAY4,Op462
b0844,ybjI,NC_000913.3,,885316,886131,-,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase,Function unknown,P75809,Op463
b0845,ybjJ,NC_000913.3,,886131,887339,-,inner membrane protein YbjJ,Carbohydrate transport and metabolism,P75810,Op463
b0846,rcdA,NC_000913.3,,887423,887959,+,DNA-binding transcriptional regulator RcdA,Transcription,P75811,Op464
b0847,ybjL,NC_000913.3,,888134,889819,-,putative transport protein YbjL,Inorganic ion transport and metabolism,P60869,Op465
b0848,ybjM,NC_000913.3,,890089,890466,+,putative inner membrane protein,Function unknown,P64439,Op466
b0849,grxA,NC_000913.3,,890496,890753,-,reduced glutaredoxin 1,"Post-translational modification, protein turnover, and chaperones",P68688,Op467
b0850,ybjC,NC_000913.3,,890913,891200,+,DUF1418 domain-containing protein YbjC,Function unknown,P46119,Op468
b0851,nfsA,NC_000913.3,,891184,891906,+,NADPH-dependent nitroreductase NfsA,Energy production and conversion,P17117,Op468
b0852,rimK,NC_000913.3,,891967,892869,+,ribosomal protein S6 modification protein,Nucleotide transport and metabolism,P0C0U4,Op468
b0853,ybjN,NC_000913.3,,892957,893433,+,protein YbjN,Function unknown,P0AAY6,Op468
b0854,potF,NC_000913.3,,893784,894896,+,putrescine ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,P31133,Op469
b0855,potG,NC_000913.3,,894991,896124,+,putrescine ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,P31134,Op469
b0856,potH,NC_000913.3,,896134,897087,+,putrescine ABC transporter membrane subunit PotH,Inorganic ion transport and metabolism,P31135,Op469
b0857,potI,NC_000913.3,,897084,897929,+,putrescine ABC transporter membrane subunit PotI,Inorganic ion transport and metabolism,P0AFL1,Op469
b0858,ybjO,NC_000913.3,,897989,898477,+,putative inner membrane protein,Function unknown,P0AAZ0,Op470
b0859,rlmC,NC_000913.3,,898518,899645,+,23S rRNA m(5)U747 methyltransferase,"Translation, ribosomal structure and biogenesis",P75817,Op470
b0860,artJ,NC_000913.3,,899844,900575,-,L-arginine ABC transporter periplasmic binding protein,Amino acid transport and metabolism,P30860,Op471
b0861,artM,NC_000913.3,,900866,901534,-,L-arginine ABC transporter membrane subunit ArtM,Inorganic ion transport and metabolism,P0AE30,Op472
b0862,artQ,NC_000913.3,,901534,902250,-,L-arginine ABC transporter membrane subunit ArtQ,Inorganic ion transport and metabolism,P0AE34,Op472
b0863,artI,NC_000913.3,,902257,902988,-,putative ABC transporter periplasmic binding protein ArtI,Amino acid transport and metabolism,P30859,Op472
b0864,artP,NC_000913.3,,903006,903734,-,L-arginine ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,P0AAF6,Op472
b0865,ybjP,NC_000913.3,,903952,904467,-,DUF3828 domain-containing lipoprotein YbjP,Cell wall/membrane/envelope biogenesis,P75818,Op473
b0866,ybjQ,NC_000913.3,,904593,904916,+,putative heavy metal binding protein YbjQ,Function unknown,P0A8C1,Op474
b0867,amiD,NC_000913.3,,904913,905743,+,N-acetylmuramoyl-L-alanine amidase D,Defense mechanisms,P75820,Op474
b0868,ybjS,NC_000913.3,,905740,906753,-,putative epimerase YbjS,Cell wall/membrane/envelope biogenesis,P75821,Op475
b0869,ybjT,NC_000913.3,,906852,908282,-,putative NAD(P)-dependent oxidoreductase YbjT,Carbohydrate transport and metabolism,P75822,Op476
b0870,ltaE,NC_000913.3,,908293,909294,-,low-specificity L-threonine aldolase,Amino acid transport and metabolism,P75823,Op476
b0871,poxB,NC_000913.3,,909331,911049,-,pyruvate oxidase,Energy production and conversion,P07003,Op476
b0872,hcr,NC_000913.3,,911182,912150,-,NADH oxidoreductase,Energy production and conversion,P75824,Op476
b0873,hcp,NC_000913.3,,912162,913814,-,protein S-nitrosylase,Energy production and conversion,P75825,Op476
b0874,lysO,NC_000913.3,,913958,914857,-,L-lysine exporter,Function unknown,P75826,Op477
b0875,aqpZ,NC_000913.3,,915352,916047,-,water channel AqpZ,Carbohydrate transport and metabolism,P60844,Op478
b0876,ybjD,NC_000913.3,,916473,918131,+,DUF2813 domain-containing protein YbjD,"Replication, recombination and repair",P75828,Op479
b0877,ybjX,NC_000913.3,,918128,919120,-,DUF535 domain-containing protein YbjX,Function unknown,P75829,Op480
b0878,macA,NC_000913.3,,919235,920350,+,ABC-type tripartite efflux pump membrane fusion protein,Cell wall/membrane/envelope biogenesis,P75830,Op481
b0879,macB,NC_000913.3,,920347,922293,+,ABC-type tripartite efflux pump ATP binding/membrane subunit,Defense mechanisms,P75831,Op481
b0880,cspD,NC_000913.3,,922366,922590,-,DNA replication inhibitor CspD,Transcription,P0A968,Op482
b4770,yljB,NC_000913.3,,922740,922814,+,protein YljB,No COG annotation,UPI0001888297,Op16
b0881,clpS,NC_000913.3,,922913,923233,+,specificity factor for ClpA-ClpP chaperone-protease complex,Function unknown,P0A8Q6,Op483
b0882,clpA,NC_000913.3,,923264,925540,+,ATP-dependent Clp protease ATP-binding subunit ClpA,"Post-translational modification, protein turnover, and chaperones",P0ABH9,Op484
b0884,infA,NC_000913.3,,926225,926443,-,translation initiation factor IF-1,"Translation, ribosomal structure and biogenesis",P69222,Op485
b0885,aat,NC_000913.3,,926728,927432,-,leucyl/phenylalanyl-tRNA--protein transferase,"Post-translational modification, protein turnover, and chaperones",P0A8P1,Op486
b0886,cydC,NC_000913.3,,927474,929195,-,glutathione/L-cysteine ABC exporter subunit CydC,Inorganic ion transport and metabolism,P23886,Op487
b0887,cydD,NC_000913.3,,929196,930962,-,glutathione/L-cysteine ABC exporter subunit CydD,Inorganic ion transport and metabolism,P29018,Op487
b0888,trxB,NC_000913.3,,931085,932050,-,thioredoxin reductase,"Post-translational modification, protein turnover, and chaperones",P0A9P4,Op488
b0889,lrp,NC_000913.3,,932595,933089,+,DNA-binding transcriptional dual regulator Lrp,Transcription,P0ACJ0,Op489
b0890,ftsK,NC_000913.3,,933224,937213,+,cell division DNA translocase FtsK,"Cell cycle control, cell division, chromosome partitioning",P46889,Op490
b0891,lolA,NC_000913.3,,937372,937983,+,outer membrane lipoprotein carrier protein,Cell wall/membrane/envelope biogenesis,P61316,Op491
b0892,rarA,NC_000913.3,,937994,939337,+,replication-associated recombination protein A,"Replication, recombination and repair",P0AAZ4,Op491
b0893,serS,NC_000913.3,,939428,940720,+,serine--tRNA ligase,"Translation, ribosomal structure and biogenesis",P0A8L1,Op492
b0894,dmsA,NC_000913.3,,940959,943403,+,dimethyl sulfoxide reductase subunit A,Energy production and conversion,P18775,Op493
b0895,dmsB,NC_000913.3,,943414,944031,+,dimethyl sulfoxide reductase subunit B,Energy production and conversion,P18776,Op493
b0896,dmsC,NC_000913.3,,944033,944896,+,dimethyl sulfoxide reductase subunit C,Function unknown,P18777,Op493
b0897,ycaC,NC_000913.3,,944931,945557,-,putative hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",P21367,Op494
b0898,ycaD,NC_000913.3,,945871,947019,+,putative transporter YcaD,Amino acid transport and metabolism,P21503,Op495
b0899,ycaM,NC_000913.3,,947229,948659,+,putative transporter YcaM,Inorganic ion transport and metabolism,P75835,Op496
b0900,ycaN,NC_000913.3,,948660,949568,-,putative LysR-type transcriptional regulator YcaN,Transcription,P75836,Op497
b0901,ycaK,NC_000913.3,,949668,950258,+,putative NAD(P)H-dependent oxidoreductase YcaK,Function unknown,P43340,Op498
b0902,pflA,NC_000913.3,,950340,951080,-,pyruvate formate-lyase activating enzyme,"Post-translational modification, protein turnover, and chaperones",P0A9N4,Op499
b0903,pflB,NC_000913.3,,951272,953554,-,pyruvate formate-lyase,Energy production and conversion,P09373,Op500
b0904,focA,NC_000913.3,,953609,954466,-,formate channel FocA,Inorganic ion transport and metabolism,P0AC23,Op500
b0905,ycaO,NC_000913.3,,954872,956632,-,ribosomal protein S12 methylthiotransferase accessory factor YcaO,Function unknown,P75838,Op501
b0906,ycaP,NC_000913.3,,956762,957454,+,DUF421 domain-containing protein YcaP,Function unknown,P75839,Op502
b0907,serC,NC_000913.3,,957653,958741,+,phosphoserine/phosphohydroxythreonine aminotransferase,Coenzyme transport and metabolism,P23721,Op503
b0908,aroA,NC_000913.3,,958812,960095,+,3-phosphoshikimate 1-carboxyvinyltransferase,Amino acid transport and metabolism,P0A6D3,Op503
b0909,ycaL,NC_000913.3,,960264,961028,+,periplasmic protease YcaL,"Post-translational modification, protein turnover, and chaperones",P43674,Op504
b0910,cmk,NC_000913.3,,961201,961884,+,cytidylate kinase,Nucleotide transport and metabolism,P0A6I0,Op505
b0911,rpsA,NC_000913.3,,961995,963668,+,30S ribosomal subunit protein S1,"Translation, ribosomal structure and biogenesis",P0AG67,Op505
b0912,ihfB,NC_000913.3,,963828,964112,+,integration host factor subunit beta,Transcription,P0A6Y1,Op505
b0913,ycaI,NC_000913.3,,964320,966584,+,metallo-beta-lactamase superfamily inner membrane protein YcaI,Function unknown,P37443,Op506
b0914,msbA,NC_000913.3,,966621,968369,+,ATP-binding lipopolysaccharide transport protein,Defense mechanisms,P60752,Op506
b0915,lpxK,NC_000913.3,,968366,969352,+,tetraacyldisaccharide 4'-kinase,Lipid transport and metabolism,P27300,Op506
b0916,ycaQ,NC_000913.3,,969389,970621,+,interstrand DNA crosslink repair glycosylase,Function unknown,P75843,Op506
